"","Maand_Dag","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Historical_Min","Historical_Max","Historical_Mean","Naam"
"133","05-12",0,98.24,73.41,80.81,51.17,49.67,51.7,54.71,84.77,100,49.22,88.21,NA,0,100,65.1591666666667,"PT"
"134","05-13",0,98.26,73.41,81.59,51.16,49.67,52.36,55.27,85.44,100,50,88.21,NA,0,100,65.4475,"PT"
"135","05-14",0,98.26,73.41,82.33,51.58,49.67,52.36,55.27,85.78,100,50.68,88.67,NA,0,100,65.6675,"PT"
"136","05-15",0,98.26,73.43,83,52.32,49.67,52.36,55.27,85.78,100,51.43,89.27,NA,0,100,65.8991666666667,"PT"
"137","05-16",0,98.26,73.44,83.5,53.05,49.67,52.36,55.27,85.78,100,52.29,89.83,NA,0,100,66.1208333333333,"PT"
"138","05-17",0,98.26,73.45,83.5,53.8,49.67,52.36,55.27,86.28,100,53.08,89.8,NA,0,100,66.2891666666667,"PT"
"139","05-18",0,98.26,73.46,83.5,54.21,49.67,52.36,55.27,86.28,100,53.37,88.91,NA,0,100,66.2741666666667,"PT"
"140","05-19",0,98.26,73.48,83.5,54.49,48.78,52.36,55.27,86.28,100,53.7,88.99,NA,0,100,66.2591666666667,"PT"
"141","05-20",0,98.26,73.48,82.84,54.49,48.78,52.36,55.27,86.28,100,53.7,88.99,NA,0,100,66.2041666666667,"PT"
"142","05-21",0,98.26,73.48,82.84,54.49,48.78,52.94,53.52,86.28,100,54.15,89.45,NA,0,100,66.1825,"PT"
"143","05-22",0,98.26,73.48,82.25,54.49,48.78,52.94,53.52,86.28,100,54.91,90.06,NA,0,100,66.2475,"PT"
"144","05-23",0,98.26,73.48,82.25,54.49,48.78,52.94,53.52,86.28,100,55.76,90.06,NA,0,100,66.3183333333333,"PT"
"145","05-24",0,98.26,73.48,82.25,54.49,48.78,52.11,53.52,86.28,100,56.55,90.08,NA,0,100,66.3166666666667,"PT"
"146","05-25",0,98.25,73.48,82.25,54.49,48.78,51.28,53.52,86.93,100,56.99,90.54,NA,0,100,66.3758333333333,"PT"
"147","05-26",0,98.25,73.48,82.25,54.49,48.78,50.45,53.52,87.64,100,56.4,91,NA,0,100,66.355,"PT"
"148","05-27",0,98.26,76,81.84,54.49,48.78,50.61,53.52,87.94,100,56.98,91.48,NA,0,100,66.6583333333333,"PT"
"149","05-28",0,98.25,76.23,81.84,53.37,48.78,50.99,53.52,86.56,100,57.65,92.11,NA,0,100,66.6083333333333,"PT"
"150","05-29",0,96.55,76.45,81.84,53.37,48.78,51.21,53.52,86.64,100,58.36,92.44,NA,0,100,66.5966666666667,"PT"
"151","05-30",0,96.55,76.62,79.62,52.77,48.78,51.21,52.6,85.34,100,59.14,92.44,NA,0,100,66.2558333333333,"PT"
"152","05-31",0,96.55,76.84,78.41,52.77,48.78,51.21,52.47,85.34,100,59.88,92.97,NA,0,100,66.2683333333333,"PT"
"153","06-01",0,96.71,77.07,78.03,52.77,47.07,51.21,53.19,85.34,100,60.47,83.67,NA,0,100,65.4608333333333,"PT"
"154","06-02",0,97.14,77.31,76.49,51.17,45.47,51.21,53.94,85.34,99.91,61.1,83.31,NA,0,99.91,65.1991666666667,"PT"
"155","06-03",0,97.14,77.53,73.97,49.49,45.34,51.76,54.67,85.34,99.03,61.62,83.31,NA,0,99.03,64.9333333333333,"PT"
"156","06-04",0,97.13,77.77,72.59,49.49,45.34,52.47,55.43,84.44,99.03,62.15,83.84,NA,0,99.03,64.9733333333333,"PT"
"157","06-05",0,97.11,77.99,71.67,49.49,45.34,52.99,56.18,84.44,99.03,62.81,84.49,NA,0,99.03,65.1283333333333,"PT"
"158","06-06",0,97.13,78.22,71.67,49.49,45.34,52.99,56.88,84.44,99.03,63.58,84.85,NA,0,99.03,65.3016666666667,"PT"
"159","06-07",0,98.81,78.22,72.03,49.49,45.34,52.99,57.41,84.02,99.43,64.3,84.85,NA,0,99.43,65.5741666666667,"PT"
"160","06-08",0,98.17,78.22,72.81,49.49,45.34,52.99,57.42,83.82,99.43,64.64,84.87,NA,0,99.43,65.6,"PT"
"161","06-09",0,98.17,78.22,73.33,47.88,45.34,52.99,57.42,84.27,99.43,64.93,85.1,NA,0,99.43,65.59,"PT"
"162","06-10",0,98.81,78.22,73.33,47.88,45.34,53.53,58.06,84.27,98.55,65.47,85.67,NA,0,98.81,65.7608333333333,"PT"
"163","06-11",0,98.81,78.22,72.94,47.88,45.92,54.23,58.75,83.41,98.55,66.06,86.27,NA,0,98.81,65.92,"PT"
"164","06-12",0,98.81,78.22,72.1,47.88,46.6,54.76,59.44,82.4,99.13,66.78,86.91,NA,0,99.13,66.0858333333333,"PT"
"165","06-13",0,98.24,78.22,71.95,47.88,46.74,54.76,60.12,81.1,99.62,67.56,86.91,NA,0,99.62,66.0916666666667,"PT"
"166","06-14",0,98.81,78.22,72.75,47.88,47.26,54.76,60.82,79.96,99.62,67.88,86.91,NA,0,99.62,66.2391666666667,"PT"
"167","06-15",0,98.24,78.22,73.52,47.88,47.91,55.18,61.54,79.96,98.36,66.78,87.24,NA,0,98.36,66.2358333333333,"PT"
"168","06-16",0,98.24,78.22,74.11,47.88,48.39,55.18,62.28,79.96,98.36,65.53,87.24,NA,0,98.36,66.2825,"PT"
"169","06-17",0,98.81,78.22,73.59,48.35,48.39,55.74,63.01,79.01,97.53,65.53,87.72,NA,0,98.81,66.325,"PT"
"170","06-18",0,96.78,78.97,72.99,49.09,48.39,55.74,63.76,78.11,97.53,64.76,88.29,NA,0,97.53,66.2008333333333,"PT"
"171","06-19",0,96.78,78.91,72.99,49.81,48.97,55.74,64.4,76.16,97.78,65.33,88.77,NA,0,97.78,66.3033333333333,"PT"
